year,eq_primary,latitude,longitude
1704,,38.8,20.8
1704,5.5,38.0,116.5
1704,6.0,34.9,106.8
1704,,41.0,139.5
1705,,-18.6,-70.2
1706,,41.6,14.6
1706,,63.9,-21.2
1707,5.8,-13.0,-72.0
1707,,40.4,43.0
1707,8.4,34.1,137.8
1707,8.4,33.2,134.8
1707,,,
1708,,43.8,5.8
1708,,-3.69,128.15
1708,7.0,34.0,137.0
1709,7.5,37.4,105.3
1710,5.5,27.8,111.3
1710,,-4.53,129.9
1711,,35.5,133.0
1711,,47.0,0.1
1711,7.0,-4.0,129.0
1711,6.7,34.3,134.0
1711,,19.2,-103.7
1713,6.5,32.0,103.7
1713,6.8,25.4,103.2
1714,,17.0,-96.3
1714,,21.85,95.967
1714,,36.5,138.0
1714,,38.25,21.73
1714,6.3,38.2,21.7
1715,6.6,33.3,131.7
1715,,38.3,43.2
1715,7.5,-17.3,-70.8
1715,6.6,38.7,43.9
1716,8.8,-17.2,-71.2
1716,8.6,-13.7,-76.0
1716,,29.0,-114.0
1716,,36.8,3.0
1716,7.5,41.2,80.3
1716,,14.002,120.993
1716,,36.8,3.0
1717,7.6,39.0,142.7
1717,,44.1,15.2
1717,,18.3,-66.4
1718,7.5,35.0,105.2
1719,,40.8,29.4
1719,,31.4,-8.0
1719,,,
1720,,29.0,77.5
1720,,47.4,9.5
1720,,38.218,-26.635
1720,,38.2,-26.6
1720,5.5,20.3,120.3
1720,6.8,40.4,115.5
1721,,45.3,14.4
1721,,18.0,121.5
1721,6.0,23.0,120.3
1721,7.7,37.9,46.7
1721,,23.0,120.2
1722,,-6.174,106.829
1722,,38.7,20.6
1722,,37.2,-7.6
1723,7.0,38.5,20.5
1725,8.2,56.5,118.5
1725,7.6,-16.4,-70.8
1725,,-16.6,-72.7
1725,5.5,30.1,101.9
1725,7.7,-9.0,-79.0
1725,6.0,25.1,103.1
1726,6.6,36.3,136.0
1726,,38.1,13.35
1727,5.2,37.5,13.0
1727,,19.2,-99.1
1727,,14.4,-61.0
1727,5.7,39.5,127.3
1727,,38.0,46.3
1728,,14.4,121.0
1729,,37.5,137.0
1730,,44.0,10.1
1730,,42.8,13.0
1730,7.6,36.2,142.2
1730,,14.1,121.4
1730,,38.5,-28.0
1730,9.1,-32.5,-71.5
1730,6.5,40.0,116.2
1731,,41.5,15.5
1731,6.6,37.9,140.6
1731,,23.0,-102.0
1731,,30.3,-9.4
1732,6.5,35.2,140.8
1732,,41.08,15.15
1732,,16.8,-99.9
1732,,,
1733,,15.7,39.0
1733,7.5,26.2,103.1
1734,,,
1734,,,
1735,,15.8,121.7
1735,4.5,2.6,-76.5
1736,,-0.9,-78.6
1736,6.0,23.1,120.3
1737,,,
1737,,51.1,158.0
1737,7.8,55.5,163.0
1737,7.5,50.0,157.0
1737,8.0,-43.0,-74.0
1738,6.5,33.3,96.6
1738,5.5,33.2,104.2
1738,6.5,36.8,24.4
1738,5.1,46.45,16.39
1739,,-14.1,-73.2
1739,7.1,40.7,142.3
1739,,19.2,-104.0
1739,,44.0,21.3
1739,,39.3,-31.1
1739,8.0,38.9,106.5
1740,,17.0,-96.3
1740,,45.1,19.8
1741,,43.2,12.6
1741,,38.5,20.5
1742,,-36.8,-73.0
1742,,37.8,21.0
1742,,37.8,21.0
1742,7.7,53.3,104.0
1742,7.5,50.5,157.0
1743,6.9,39.0,20.3
1743,,4.5,-73.8
1743,,14.0,121.6
1743,,11.2,124.3
1744,,17.0,121.0
1746,8.0,-11.996,-77.198
1747,,13.6,123.2
1747,,-13.9,-70.35
1748,5.5,30.1,101.9
1748,6.0,30.4,101.6
1748,5.5,32.9,103.6
1748,5.5,36.4,106.1
1748,,39.0,-0.65
1748,6.8,38.3,22.1
1749,,20.7,-103.3
1749,,14.002,120.993
1750,,36.2,23.0
1750,,10.5,-64.2
1750,,18.5,93.4
1750,6.0,24.7,102.9
1750,,43.2,0.8
1750,,20.7,-103.3
1750,,46.0,12.25
1750,,42.1,24.8
1751,,18.5,-72.3
1751,,18.5,-72.3
1751,,43.2,12.8
1751,,37.8,27.0
1751,,2.5,-76.5
1751,,19.0,-70.0
1751,,18.5,-70.7
1751,,43.8,9.0
1751,8.5,-36.83,-71.63
1751,6.8,26.5,99.9
1751,6.6,37.2,138.1
1752,,35.0,36.0
1752,,37.8,21.0
1752,,31.2,34.2
1752,,40.4,-8.7
1754,,30.8,31.0
1754,,-3.5,128.5
1754,6.5,-3.5,128.5
1754,,16.8,-99.2
1754,,14.002,120.993
1755,7.0,42.7,-70.3
1755,,34.0,51.5
1755,,42.5,21.9
1755,7.0,-0.2,-78.5
1755,,46.3,8.0
1755,6.0,23.8,102.7
1755,6.5,24.7,102.2
1755,,34.08,-5.0
1755,8.5,37.0,-10.0
1756,,38.7,-9.0
1757,,49.92,-6.32
1757,,39.3,16.2
1757,,37.0,15.0
1757,,45.8,17.4
1757,7.0,-0.9,-78.6
1757,7.5,-6.0,107.0
1757,,34.0,-6.8
1757,,38.65,-28.08
1758,,37.0,-26.0
1758,,36.8,10.2
1759,,44.9,7.3
1759,,38.0,20.5
1759,,41.0,24.0
1759,,19.5,-102.3
1759,,33.3,35.7
1759,6.4,33.0,35.5
1760,,20.0,-75.5
1761,7.7,50.0,90.0
1761,8.5,34.5,-13.0
1761,6.0,24.4,102.5
1761,6.0,24.4,102.5
1762,6.6,38.1,138.7
1762,,22.0,92.0
1763,6.2,47.7,18.2
1763,7.4,40.5,143.5
1763,7.8,41.0,142.5
1763,,-6.0,130.0
1763,7.1,40.7,142.0
1763,6.5,24.3,102.8
1764,,38.7,-9.2
1764,6.5,15.91,-85.96
1765,,-33.05,-71.617
1765,,13.7,-89.2
1765,6.5,34.8,105.0
1766,6.8,19.9,-76.1
1766,,27.7,54.3
1766,,38.0,20.5
1766,,41.0,29.0
1766,,3.7,-76.3
1766,,14.7,-89.5
1766,7.5,10.47,-64.17
1766,,14.4,-61.1
1766,6.9,40.9,140.7
1767,,22.2,113.55
1767,,39.3,16.2
1767,,38.2,20.2
1767,,14.4,-61.0
1767,,14.2,121.0
1768,,44.0,12.0
1768,,44.1,15.2
1768,7.5,-4.85,152.8
1768,6.5,26.2,127.5
1769,,29.4,52.3
1769,,38.8,20.8
1769,7.3,51.8,105.5
1769,,46.9,9.5
1769,7.4,32.3,132.0
1769,,33.0,44.5
1770,,18.5,-73.4
1770,7.4,38.6,142.0
1770,5.5,24.6,99.9
1770,,38.717,20.65
1770,,14.6,120.98
1770,7.0,-5.0,102.0
1771,,17.6,-76.5
1771,,14.2,121.0
1771,7.4,24.0,124.3
1772,7.4,39.3,142.7
1772,,44.4,4.8
1772,,39.5,20.0
1773,,35.8,-5.83
1773,,14.6,-90.7
1773,,14.6,-90.7
1774,,47.0,-55.0
1774,,46.9,8.7
1774,,4.9,-52.3
1775,,46.0,15.9
1775,,9.2,-70.3
1775,,-3.7,128.2
1775,,19.9,-76.0
1775,,19.0,-72.4
1775,,19.0,-72.4
1776,,16.7,-99.2
1776,,19.0,-70.4
1776,5.5,23.5,120.6
1777,,20.3,-103.7
1777,,35.5,-5.4
1778,,33.6,51.3
1778,,33.9,51.3
1778,,38.5,27.0
1779,6.5,38.0,46.7
1780,,35.0,25.8
1780,,18.2,-78.1
1780,,42.4,18.8
1780,7.5,45.3,151.2
1780,7.7,38.0,46.2
1781,,43.6,13.5
1781,,18.1,-77.3
1781,,36.3,43.1
1782,7.3,35.1,139.7
1782,,24.5,120.5
1783,,38.9,17.1
1783,5.9,38.217,15.633
1783,,38.7,30.7
1783,,19.3,-70.4
1783,6.6,38.583,16.2
1783,,38.2,15.55
1783,5.9,38.767,16.3
1783,6.9,38.783,16.467
1783,,38.3,16.3
1783,6.9,38.3,15.967
1784,,18.5,-72.3
1784,4.1,38.317,16.4
1784,4.1,38.167,15.633
1784,,40.9,0.3
1784,,17.0,-96.3
1784,,39.7,39.5
1784,,63.8,-20.5
1784,8.0,-16.5,-72.0
1784,,16.9,-99.9
1785,6.0,39.9,98.0
1785,,38.2,21.7
1785,,4.6,-74.0
1786,,38.2,15.2
1786,,8.5,-71.2
1786,6.0,44.0,80.8
1786,7.5,29.8,102.1
1786,,39.7,19.8
1787,,18.47,-77.92
1787,,10.8,122.5
1787,,10.7,122.5
1787,,18.3,-66.4
1787,,18.0,-66.4
1787,7.3,15.5,-97.0
1787,8.3,16.5,-98.5
1788,8.0,55.0,-161.0
1788,5.6,7.6,1.7
1788,8.0,57.0,-153.0
1788,,14.0,-61.0
1789,,43.5,12.2
1789,5.0,34.6,110.3
1789,6.5,24.2,102.8
1790,7.5,54.0,162.0
1790,,35.7,-0.6
1791,,38.0,46.2
1791,,38.5,16.1
1791,,37.5,20.3
1791,6.8,56.0,163.0
1791,,35.3,-2.97
1791,6.5,34.5,135.4
1791,5.5,24.5,117.7
1791,7.0,35.8,21.0
1791,,14.6,-91.5
1792,8.4,54.0,162.0
1792,,57.0,-152.0
1792,6.9,43.5,140.6
1792,6.0,31.0,101.5
1792,6.8,23.6,120.5
1792,6.4,32.8,130.3
1793,,19.0,-72.3
1793,,39.3,-31.1
1793,6.0,30.6,101.5
1793,6.9,40.85,139.95
1793,8.3,38.5,144.0
1794,,34.0,51.4
1794,,10.47,-64.17
1795,,17.0,-96.3
1795,5.2,9.3,-13.4
1795,,10.7,-61.7
1796,,40.5,13.9
1796,,35.2,35.8
1796,,7.4,-72.7
1796,7.7,-27.35,-70.35
1796,,16.0,119.5
1797,8.0,0.001,99.0
1797,,10.6,-64.1
1797,8.3,-1.64,-78.67
1798,,43.5,11.2
1798,,36.2,23.0
1798,,10.2,-82.9
1798,,-27.35,-70.35
1798,,,
1799,,-12.0,-77.0
1799,,43.1,13.0
1799,,43.1,13.1
1799,,46.9,-2.0
1799,6.0,39.4,67.2
1799,6.4,36.6,136.6
1799,5.0,7.5,-73.5
1799,6.5,23.8,102.4
1800,6.5,36.2,53.3
1800,,19.2,-99.1
1800,,28.1,-17.1
1801,,17.0,-96.3
1801,,46.9,8.6
1802,,45.5,10.0
1802,7.4,45.7,26.6
1802,,10.3,-64.5
1802,,17.2,-62.4
1802,,-3.7,128.2
1802,6.6,37.7,138.3
1802,,36.5,2.9
1803,,27.5,77.5
1803,6.0,25.6,100.6
1804,,36.833,-2.833
1804,,38.3,21.8
1804,,38.2,21.8
1804,,36.9,-2.4
1804,7.3,39.05,139.95
1805,,36.3,52.4
1805,,41.2,14.7
1805,,5.3,-74.6
1805,,10.5,-64.2
1806,,41.7,12.7
1806,7.5,18.9,-103.8
1806,,34.4,-119.7
1806,7.5,-12.1,-77.1
1808,,36.3,53.3
1808,,36.2,50.0
1808,6.5,33.9,134.8
1808,,35.3,-2.97
1808,5.7,44.833,7.25
1808,,-0.217,-78.5
1809,,36.3,53.0
1809,,-33.88,18.45
1809,,14.0,143.3
1810,,23.8,-82.2
1810,,28.2,-16.6
1810,7.4,26.0,-111.35
1810,6.6,39.9,139.9
1810,,35.5,25.0
1811,7.0,35.6,-90.4
1811,,-33.08,-71.67
1811,4.2,41.8,45.2
1811,,13.1,123.9
1811,6.5,31.7,100.3
1811,7.0,25.2,121.3
1811,7.5,35.6,-90.4
1812,7.3,36.3,-89.6
1812,8.0,43.7,83.0
1812,6.6,35.4,139.6
1812,,43.7,5.7
1812,,43.3,5.366
1812,6.9,34.37,-117.65
1812,7.5,34.2,-119.9
1812,,41.9,12.45
1812,,18.0,-76.8
1812,7.5,36.5,-89.6
1812,7.7,10.6,-66.9
1813,,-14.1,-75.4
1813,,29.6,52.6
1814,,43.2,0.4
1814,,13.1,123.9
1814,5.3,35.8,114.4
1814,6.0,23.7,102.5
1814,,-10.217,123.633
1815,,38.8,20.5
1815,,17.0,-96.3
1815,7.0,-8.0,115.0
1815,,-3.7,128.4
1815,,35.0,25.75
1815,6.5,25.2,121.2
1815,6.8,34.8,111.2
1816,,5.0,96.5
1816,6.5,31.4,100.7
1816,7.5,15.5,-91.5
1817,,39.95,-75.1
1817,8.0,45.9,6.8
1817,6.8,38.25,22.25
1817,,,
1818,7.5,19.1,-103.6
1818,,19.2,-99.1
1818,,42.8,23.3
1818,7.0,-4.0,101.5
1818,8.5,-7.0,117.0
1818,,37.6,15.0
1818,,43.917,8.033
1818,,37.8,14.0
1819,,42.5,11.8
1819,5.8,66.416,12.85
1819,8.0,-27.4,-70.3
1819,5.8,36.1,102.3
1819,8.0,-27.4,-70.3
1819,8.5,-27.0,-71.5
1819,,35.07,0.02
1819,7.7,23.0,71.0
1820,,54.52,-164.65
1820,,38.8,20.5
1820,,10.5,-64.2
1820,6.2,-4.5,11.6
1820,6.9,37.75,21.25
1820,,36.5,53.5
1820,7.5,-7.0,119.0
1820,,29.6,52.5
1820,7.6,17.2,-99.6
1820,6.0,34.1,113.8
1821,,37.8,21.2
1821,,35.3,-2.97
1821,6.7,45.7,26.6
1821,,-15.95,-5.7
1821,,-16.107,-72.967
1822,,12.1,-64.1
1822,,-33.05,-71.63
1822,5.5,33.0,104.6
1822,7.6,10.1,-83.3
1822,8.5,-33.0,-72.0
1822,,36.0,36.0
1822,,36.0,36.0
1823,,42.7,-79.0
1823,,36.3,53.3
1823,,29.6,52.5
1823,,42.7,18.2
1823,6.8,-6.5,108.5
1823,,10.5,-63.8
1823,,14.4,-61.1
1823,,38.1,14.7
1823,,39.75,20.75
1824,,18.0,-76.5
1824,,16.7,-62.2
1824,,14.4,-61.0
1824,,13.7,121.7
1824,,14.25,121.25
1824,6.4,29.8,52.4
1824,,29.7,51.6
1825,,11.1,-74.1
1825,,10.4,-61.3
1825,,29.6,52.5
1825,,14.0,143.3
1825,6.7,36.1,52.6
1825,6.8,38.75,20.75
1825,,36.4,2.8
1826,,20.0,-75.5
1826,8.2,4.6,-73.9
1826,8.0,-45.8,166.5
1826,,27.07,142.21
1827,,31.6,74.3
1827,,14.4,-61.0
1827,5.3,34.9,111.1
1827,,53.0,158.5
1827,,40.7,36.6
1827,7.0,1.8,-76.4
1828,,34.2,74.5
1828,6.4,32.6,129.9
1828,5.7,40.7,48.4
1828,,40.7,13.9
1828,,14.55,120.9
1828,8.3,-12.13,-77.809
1828,,-7.0,119.0
1828,,37.5,139.5
1829,7.0,-33.05,-71.63
1829,,41.2,24.5
1829,,41.2,24.5
1829,7.5,51.4,104.1
1829,,44.2,26.1
1829,6.0,36.6,118.5
1829,5.5,33.2,117.9
1829,,38.2,-0.9
1830,6.5,36.4,54.3
1830,,35.7,52.1
1830,,35.0,136.0
1830,,17.0,-96.3
1830,,43.5,47.5
1830,6.3,43.0,47.0
1830,,14.55,120.9
1830,,14.55,120.9
1830,7.5,36.4,114.2
1831,7.8,-18.5,-71.0
1831,,43.8,7.8
1831,,38.1,15.7
1831,,37.8,27.0
1831,,-38.7,178.0
1831,7.0,12.4,-61.5
1831,6.3,32.8,116.8
1831,,13.1,-59.617
1832,,42.9,12.6
1832,,39.0,17.0
1832,,36.5,71.0
1833,,-28.5,-71.3
1833,7.5,29.4,80.1
1833,,16.8,-99.9
1833,6.4,40.4,19.9
1833,8.3,-2.5,100.5
1833,7.7,-18.251,-71.01
1833,7.4,38.9,139.15
1833,8.0,28.3,85.5
1833,8.0,25.2,103.0
1834,5.5,33.0,97.0
1834,,44.3,9.4
1834,6.8,47.6,22.3
1834,7.0,1.2,-77.0
1834,,1.4,-77.1
1834,,11.0,-74.2
1834,,8.8,-70.9
1834,5.0,24.9,103.0
1834,6.0,28.6,87.1
1834,6.4,43.3,141.4
1834,7.0,16.8,-99.9
1834,6.3,31.3,35.6
1834,,14.0,143.3
1834,,-6.7,107.0
1835,,39.3,16.3
1835,,38.5,35.5
1835,,46.7,7.8
1835,,-3.7,128.2
1835,7.6,37.9,141.9
1835,8.2,-36.83,-73.03
1836,,38.0,-122.0
1836,7.5,-22.6,-70.3
1836,,39.6,16.6
1836,,40.1,15.8
1836,,-8.3,118.7
1836,7.5,-8.3,118.7
1837,,44.2,10.5
1837,6.5,16.86,-99.88
1837,7.0,19.45,-99.15
1837,7.5,20.0,-105.0
1837,,10.3,-66.6
1837,,18.2,-64.5
1837,,-8.5,118.5
1837,6.0,34.6,103.7
1837,7.3,5.5,96.0
1837,8.5,-42.5,-74.0
1837,6.4,33.0,35.5
1838,,-36.7,-73.1
1838,,32.0,34.5
1838,6.9,45.7,26.6
1838,7.0,37.6,-122.4
1838,,21.8,96.0
1839,,,
1839,,10.5,-64.2
1839,7.8,14.4,-61.1
1839,,45.9,6.1
1839,7.3,42.5,145.0
1839,6.0,26.1,99.9
1839,6.0,26.1,99.9
1839,6.5,23.4,120.4
1839,,21.9,96.0
1839,,13.7,-89.2
1840,5.2,39.8,-75.2
1840,,-12.3,-77.3
1840,,38.0,21.0
1840,4.9,46.2,14.7
1840,,0.8,127.325
1840,7.0,-8.0,110.5
1840,6.5,12.9,123.9
1840,6.7,39.7,44.4
1841,,-5.0,130.0
1841,,10.0,-84.0
1841,,38.4,-25.3
1841,8.4,52.0,158.0
1841,6.0,-4.0,127.5
1842,,,
1842,,36.5,22.3
1842,4.3,40.5,50.0
1842,,34.4,70.5
1842,6.0,24.0,89.25
1842,7.0,43.6,93.0
1842,,9.6,39.8
1842,8.1,19.75,-72.2
1843,,38.3,44.6
1843,,38.6,44.9
1843,,-29.9,-71.3
1843,,19.0,77.0
1843,,36.3,27.5
1843,6.0,-7.2,114.0
1843,7.5,-39.9,175.0
1843,8.4,42.0,146.0
1843,7.3,1.5,98.0
1843,8.3,16.5,-62.2
1844,,-25.0,-66.0
1844,,11.0,-84.0
1844,,18.3,-66.8
1844,,13.1,-61.1
1844,7.4,11.2,-84.8
1844,6.4,33.6,51.4
1844,,40.98,34.8
1844,6.9,37.4,48.0
1845,,-18.5,-70.4
1845,,17.0,-96.3
1845,,39.1,26.2
1845,,11.1,-74.5
1845,,12.3,39.0
1845,4.9,46.1,14.5
1845,,-39.93,175.05
1845,6.3,23.583,68.367
1845,8.0,17.0,-100.6
1845,7.0,1.48,124.85
1845,6.0,24.1,120.5
1846,7.9,-14.0,-76.8
1846,7.5,26.0,93.0
1846,,37.0,15.3
1846,6.9,39.5,142.5
1846,,37.0,22.0
1846,7.3,2.0,126.5
1846,,-27.35,-70.35
1846,6.1,43.4,10.6
1847,,-32.45,-71.27
1847,,-31.61,-71.18
1847,,7.333,93.667
1847,,17.0,-96.3
1847,7.5,46.0,152.0
1847,,-12.1,-77.1
1847,7.3,-31.61,-71.18
1847,,38.7,-9.2
1847,,-6.67,108.55
1847,,29.5,30.5
1847,7.4,37.0,138.0
1848,,37.2,15.2
1848,,17.0,-96.3
1848,,35.3,-2.97
1848,6.0,,
1848,6.0,-41.67,174.0
1848,7.9,-41.3,174.5
1848,6.5,-17.9,-149.9
1848,6.8,24.1,120.5
1849,7.5,55.0,166.0
1849,6.0,7.3,-72.3
1849,,10.7,-71.6
1849,7.5,-29.95,-71.37
1849,,55.0,166.0
1849,7.5,14.0,143.3
1850,,42.8,17.7
1850,5.0,34.7,104.9
1850,7.5,27.8,102.3
1851,,37.8,-122.4
1851,,40.0,-122.0
1851,,36.2,55.0
1851,,36.5,28.8
1851,,41.2,20.2
1851,,10.4,-75.4
1851,,16.2,-61.4
1851,,46.3,8.0
1851,7.2,-27.35,-70.35
1851,,25.1,62.3
1851,7.1,-33.32,-71.42
1851,,41.0,15.7
1851,,40.5,19.7
1851,6.6,40.5,19.7
1852,,,
1852,,20.0,-75.8
1852,5.8,37.1,58.4
1852,,-12.1,-77.1
1852,,17.0,-96.3
1852,7.0,32.5,-115.5
1852,7.3,39.9,41.3
1852,6.8,1.5,98.0
1852,,-3.7,128.2
1852,,38.3,-28.4
1852,6.5,-6.5,105.5
1852,7.0,-5.0,130.5
1852,,37.5,-25.3
1852,,13.8,121.1
1852,6.0,37.5,105.2
1852,,17.0,-100.0
1852,,27.7,68.8
1852,8.3,-5.25,129.75
1852,7.5,14.0,120.5
1853,,35.5,-121.0
1853,,40.9,15.2
1853,,40.8,15.2
1853,,35.5,139.5
1853,,26.2,127.6
1853,,-21.167,-175.167
1853,,38.25,23.5
1853,,47.0,154.0
1853,,14.0,123.0
1853,6.7,10.5,-64.2
1853,,29.6,52.5
1854,,57.0,-152.0
1854,,34.4,-119.7
1854,,37.8,-122.4
1854,,39.3,16.3
1854,,44.3,11.8
1854,,24.0,-104.4
1854,,19.8,-100.2
1854,,17.0,-96.3
1854,6.0,-3.5,128.6
1854,,0.8,127.4
1854,7.2,8.5,-83.0
1854,4.5,38.06,45.03
1854,5.5,29.1,107.1
1854,,43.0,-0.1
1854,,43.8,7.9
1854,,35.0,136.0
1854,,39.5,20.5
1854,7.2,8.5,-83.0
1854,8.3,34.0,137.9
1854,8.4,33.1,135.0
1854,,13.8,-89.2
1855,,40.75,-124.2
1855,,37.8,-122.4
1855,,-33.0,-71.7
1855,7.0,32.5,134.5
1855,,43.8,6.4
1855,,17.0,-96.3
1855,,17.0,-96.3
1855,6.7,40.2,29.1
1855,,40.2,29.1
1855,6.7,40.2,29.1
1855,,42.0,19.5
1855,,37.1,5.7
1855,,15.91,-85.96
1855,5.5,-39.2,177.6
1855,,16.0,121.0
1855,,46.3,7.9
1855,4.8,29.2,108.1
1855,7.0,34.5,137.6
1855,6.0,34.1,-118.1
1855,5.5,39.1,121.6
1855,,0.8,127.3
1855,8.0,-41.25,175.0
1855,7.0,35.65,139.8
1856,5.5,29.7,108.8
1856,,46.4,12.4
1856,,17.0,-96.3
1856,,37.1,5.7
1856,,-8.5,116.0
1856,5.5,37.5,-122.3
1856,,37.1,5.7
1856,8.0,40.5,143.5
1856,6.6,38.25,26.25
1856,,37.1,-8.0
1856,,35.5,26.0
1856,7.5,16.0,-88.0
1856,,3.67,125.5
1857,8.3,35.0,-119.0
1857,,37.4,45.3
1857,,38.3,45.4
1857,,39.4,16.4
1857,6.5,40.3,16.0
1857,,36.5,1.3
1857,,1.35,125.2
1857,6.4,34.8,138.3
1857,,4.9,31.7
1857,,40.2,29.0
1857,7.0,-8.0,115.5
1857,,1.35,125.2
1857,8.0,-5.5,147.0
1857,6.7,38.4,42.1
1858,,37.5,-122.0
1858,6.5,-30.0,-71.4
1858,,36.571,137.59
1858,,26.2,127.5
1858,,38.0,23.0
1858,,17.0,-96.3
1858,,19.2,-99.1
1858,7.5,55.0,166.0
1858,,40.0,20.1
1858,,42.8,23.2
1858,,49.2,18.8
1858,,19.0,95.0
1858,,36.0,137.5
1858,,40.0,20.0
1858,,38.2,-9.0
1858,7.3,1.0,126.0
1859,,37.6,-122.3
1859,,43.4,11.3
1859,,42.8,13.1
1859,6.1,39.9,41.3
1859,,40.2,25.8
1859,,-0.3,-78.5
1859,,-40.85,145.32
1859,7.0,1.0,126.5
1859,,-4.6,129.9
1859,6.8,-5.5,130.5
1859,,0.9,124.9
1859,5.9,40.7,48.5
1859,,-9.0,111.0
1859,6.2,13.33,-87.81
1859,7.6,-27.35,-70.35
1859,7.3,0.009,125.5
1859,7.0,13.7,-89.8
1860,,18.52,-73.35
1860,,40.0,20.1
1860,,1.3,121.0
1860,,-1.25,128.5
1860,,-12.1,-77.1
1861,,37.5,-122.0
1861,,-13.8,-73.4
1861,,46.0,12.0
1861,7.5,38.2,22.2
1861,,18.5,-77.9
1861,7.0,1.0,97.5
1861,6.8,1.0,97.5
1861,6.5,-1.5,100.0
1861,6.0,39.1,121.7
1861,7.4,38.5,142.0
1861,8.5,-1.0,97.5
1861,,13.74,41.55
1861,7.0,0.009,98.0
1861,,-32.8,-68.8
1862,5.9,32.7,-117.2
1862,,35.0,59.0
1862,,38.3,20.5
1862,7.5,52.3,106.7
1862,6.1,38.8,30.5
1862,,40.3,19.3
1862,,12.7,-87.0
1862,6.5,14.5,121.0
1862,5.5,35.5,111.5
1862,6.5,7.0,0.4
1862,6.5,23.4,120.0
1863,,38.1,48.2
1863,,38.0,47.6
1863,5.5,43.8,87.6
1863,6.4,44.6,141.5
1863,,44.0,6.2
1863,,38.53,30.55
1863,7.5,-19.0,168.5
1863,,-6.1,106.7
1863,6.7,40.5,29.1
1863,,14.5,121.0
1863,,-7.5,109.3
1863,5.5,26.0,100.1
1863,6.7,36.5,28.0
1863,,38.25,26.25
1863,6.5,14.5,121.0
1864,,46.5,-53.7
1864,,18.6,-97.5
1864,6.4,33.38,45.98
1864,,18.2,-72.53
1864,,38.25,48.28
1864,,30.6,57.0
1864,7.8,-1.0,135.0
1865,,38.5,-122.5
1865,,41.0,-124.5
1865,,,
1865,,37.7,15.1
1865,,,
1865,,39.4,26.2
1865,6.3,37.2,-121.9
1865,,-12.0,-77.1
1865,8.0,-19.5,-173.5
1865,,33.2,44.26
1865,,-7.2,110.3
1865,6.0,13.25,123.5
1865,6.0,29.6,53.1
1866,,58.0,-152.0
1866,,,
1866,6.0,36.0,23.0
1866,,40.4,19.5
1866,6.7,40.1,20.1
1866,,18.2,120.6
1866,,40.3,19.3
1866,,27.7,85.3
1866,6.1,36.4,25.3
1866,,19.0,-98.0
1867,,33.5,44.9
1867,,39.8,20.8
1867,7.9,38.4,20.2
1867,7.0,39.2,26.4
1867,,10.9,-64.1
1867,,18.4,-64.3
1867,,18.4,-64.3
1867,7.1,36.4,22.2
1867,7.0,25.34,121.91
1867,,36.4,2.7
1867,,-7.8,110.4
1867,7.5,18.1,-65.1
1868,,55.0,-161.0
1868,,36.3,56.3
1868,8.5,-18.6,-71.0
1868,,-36.7,-73.2
1868,,-33.1,-71.7
1868,5.5,32.4,117.8
1868,,37.6,15.133
1868,,21.0,-101.0
1868,,21.2,-100.5
1868,,16.8,-99.2
1868,,16.8,-99.9
1868,6.7,40.0,41.7
1868,4.5,41.2,43.8
1868,,7.0,-73.0
1868,,10.7,-63.1
1868,7.5,24.5,91.5
1868,6.5,41.2,69.6
1868,7.6,-40.2,173.0
1868,,18.1,-65.1
1868,6.8,37.7,-122.1
1868,,-17.0,-72.5
1868,7.9,19.0,-155.5
1868,8.0,0.81,-77.72
1868,8.5,-18.6,-71.0
1868,7.7,0.31,-78.18
1869,,37.783,-122.417
1869,,37.783,-122.417
1869,,-36.6,-73.0
1869,,-39.9,-73.4
1869,,-19.6,-70.2
1869,,-30.0,-71.4
1869,6.8,-21.0,-70.0
1869,,24.5,92.5
1869,,40.3,19.3
1869,,7.7,-73.3
1869,,7.5,-72.1
1869,,-16.4,-73.9
1869,7.5,-19.6,-70.23
1869,5.6,44.75,35.0
1869,,34.9,5.9
1869,,13.5,121.0
1869,,-12.1,-77.1
1869,,38.8,20.8
1869,7.5,37.0,28.0
1869,7.0,12.5,123.5
1869,6.5,27.7,85.3
1870,,-22.5,-68.9
1870,,39.2,16.3
1870,,39.28,16.28
1870,,,
1870,7.5,38.5,22.5
1870,,,
1870,,12.4,-86.6
1870,,9.5,-69.5
1870,,7.0,125.4
1870,,47.4,-70.5
1870,,,
1870,7.0,38.5,22.5
1870,7.9,15.4,-96.3
1870,,14.083,-90.383
1870,7.3,30.0,99.0
1871,,40.5,-73.9
1871,5.6,37.3,58.3
1871,,-13.65,-76.4
1871,,-13.0,-77.0
1871,,-33.1,-71.7
1871,,-41.5,-73.0
1871,,,
1871,,18.2,-94.5
1871,,0.5,123.0
1871,5.9,40.4,-124.2
1871,7.0,20.7,-157.0
1871,,18.35,-64.9
1871,,18.4,-64.6
1871,7.5,-35.0,-72.5
1871,7.3,-20.2,-70.2
1871,,9.203,124.673
1871,,7.4,124.2
1872,,52.2,-168.5
1872,,43.2,-71.53
1872,6.3,37.3,58.3
1872,,34.5,48.0
1872,,34.8,47.6
1872,6.5,-16.4,-71.5
1872,4.9,5.5,-0.4
1872,,27.07,142.21
1872,,39.8,20.3
1872,,17.0,-96.3
1872,4.3,48.4,23.3
1872,7.8,36.7,-118.1
1872,6.0,16.0,119.0
